,symbol,start_date,end_date,annualized_return,cumulative_return,random_return,start_adjprice,end_adjprice,stdev
0,AOS,2017-03-01,2017-09-19,0.316303632194,0.165148749495,0.0790759080485,50.812843,58.369999,0.00949597009957
1,BP,2017-03-01,2017-09-19,0.237600304143,0.125873893888,0.266112340641,33.096481,36.924999,0.00923054760122
2,CELG,2017-03-01,2017-09-19,0.305345666013,0.159744171974,0.448858129039,123.699997,143.240005,0.0119602664692
3,EVR,2017-03-01,2017-09-19,-0.0608238458487,-0.0342984338465,-0.114348830196,80.833542,76.099998,0.0145669943797
4,FB,2017-03-01,2017-09-19,0.534871162792,0.269071889357,0.369061102326,137.419998,172.009995,0.00979958178084
5,GOOGL,2017-03-01,2017-09-19,0.202090435456,0.107791526818,0.224320383356,856.75,936.006287,0.00991399737813
6,HSBC,2017-03-01,2017-09-19,0.483445467088,0.245245067418,0.154702549468,39.982754,49.130001,0.00892049413104
7,INTC,2017-03-01,2017-09-19,0.0792353996132,0.0433210696607,0.0150547259265,35.398949,37.209999,0.00904144380327
8,JNJ,2017-03-01,2017-09-19,0.225297184506,0.119635282577,0.2050204379,122.266281,135.070007,0.00705360221807
9,LMT,2017-03-01,2017-09-19,0.31268320188,0.163365334032,0.609732243666,265.083008,306.320007,0.0067979562586
10,LPX,2017-03-01,2017-09-19,0.293588085592,0.153922773537,0.446253890099,23.940001,27.209499,0.0136415481126
11,LRCX,2017-03-01,2017-09-19,1.08695717631,0.505571696425,0.913044028101,118.563316,176.820007,0.0166028259059
12,MASI,2017-03-01,2017-09-19,-0.101466844491,-0.0577689457972,-0.104510849826,92.779999,85.139999,0.0198120463944
13,MRK,2017-03-01,2017-09-19,0.0381299335521,0.0210302131553,0.0758785677688,64.787201,65.809998,0.00724964242292
14,MSFT,2017-03-01,2017-09-19,0.377641988795,0.195039964856,0.611780021847,64.227699,75.620003,0.00858349300337
15,RTN,2017-03-01,2017-09-19,0.396065330275,0.203902002912,0.712917594496,152.998764,183.695007,0.00747385402984
16,SPY,2017-03-01,2017-09-19,0.133383825809,0.0721176682821,0.0613565598722,236.409515,249.960007,0.00475850894181
17,T,2017-03-01,2017-09-19,-0.114290735631,-0.0652718198379,-0.202294602067,41.009735,38.105,0.00934601587512
18,THO,2017-03-01,2017-09-19,0.0701606059001,0.0384328222442,0.0624429392511,112.810837,114.330002,0.0185618673837
